VOC,Temperature,Humidity,VQI,label,status
0.0254,26.5,64,85.4468357110286,1,Moderate
0.0285,26.5,65,85.41015243306624,1,Moderate
0.0285,26.3,65,84.23368184483095,1,Moderate
0.0285,26.3,64,83.51939613054525,1,Moderate
0.0254,26.5,65,86.16112142531432,1,Moderate
0.0254,26.5,64,85.4468357110286,1,Moderate
0.0254,26.3,65,84.98465083707902,1,Moderate
0.0254,26.3,65,84.98465083707902,1,Moderate
0.0226,26.3,65,85.66294541072243,1,Moderate
0.0226,26.3,65,85.66294541072243,1,Moderate
0.0226,26.3,65,85.66294541072243,1,Moderate
0.0254,26.5,65,86.16112142531432,1,Moderate
0.0226,26.3,64,84.9486596964367,1,Moderate
0.0254,26.3,64,84.27036512279331,1,Moderate
0.0254,26.3,64,84.27036512279331,1,Moderate
0.0254,26.3,64,84.27036512279331,1,Moderate
0.0226,26.3,64,84.9486596964367,1,Moderate
0.024,26.3,64,84.60951240961501,1,Moderate
0.0226,26.3,64,84.9486596964367,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.0226,26.3,65,85.66294541072243,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.024,26.3,64,84.60951240961501,1,Moderate
0.0226,26.3,64,84.9486596964367,1,Moderate
0.0226,26.3,64,84.9486596964367,1,Moderate
0.024,26.3,64,84.60951240961501,1,Moderate
0.024,26.3,65,85.32379812390072,1,Moderate
0.024,26.3,66,86.03808383818642,1,Moderate
